Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population_revised,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,Noquals,NEET,HESA,drive_petrol,drive_GP,drive_PO,drive_primary,drive_retail,drive_secondary,PT_GP,PT_Post,PT_retail,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate
S01008746,Northfield and Piershill,City of Edinburgh,1037,724,0.22,225,0.18,130,140,221,331,96,0.19,0.06,117,0.65,5,133,0.17,0.11,1.5,1.9,2.2,2.4,4.7,5.3,3.6,4.5,10.1,61,589,219,49,0.21,0.05
S01008747,Craigentinny,City of Edinburgh,495,291,0.04,20,0.04,10,55,28,0,71,0.14,0,62,0.87,5.9,48,0,0.12,2.3,1.2,1.6,2.2,3.7,4.6,3.8,4.6,8.2,13,263,27,0,0.05,0
S01008748,Craigentinny,City of Edinburgh,661,355,0.04,25,0.02,10,35,43,0,43,0.11,0,72,0.88,5.5,45,0.02,0.13,2.4,1.1,1.6,2.2,3.8,4.7,4.6,5.6,9.2,11,166,32,7,0.05,0.01
S01008749,Craigentinny,City of Edinburgh,956,566,0.05,45,0.04,25,45,57,0,66,0.14,0,66,0.76,5.4,69,0.07,0.13,2.8,1.8,1.9,2.3,3.6,4.7,7.4,7.3,10.1,28,293,68,2,0.07,0
S01008750,Craigentinny,City of Edinburgh,706,401,0.03,25,0.05,20,55,19,175,59,0.14,0,65,0.85,5.9,58,0,0.12,1.9,1.2,1.1,1.8,4.4,4.8,3.6,3.6,10.1,9,128,34,5,0.05,0.01
S01008751,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,617,345,0.19,115,0.15,55,125,40,221,105,0.19,0.05,102,0.8,5.8,104,0.07,0.06,2.2,1.7,1.3,1.8,4.3,5.1,6.6,4.5,12.8,34,551,61,6,0.1,0.01
S01008752,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,760,510,0.33,250,0.28,145,190,167,348,125,0.28,0.04,140,0.61,5.2,172,0.1,0.03,2.4,2.2,1.7,1.5,4.7,5.5,5.7,5.4,11.2,46,606,118,13,0.15,0.02
S01008753,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,566,371,0.24,135,0.2,75,175,251,185,123,0.18,0.06,110,0.76,4.8,154,0,0.04,2.1,2.8,2.2,1.3,4.7,5.8,6.3,5.5,11.3,19,336,110,5,0.21,0.01
S01008754,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,667,464,0.11,75,0.11,50,85,170,178,166,0.15,0.03,89,0.75,5.3,128,0.1,0.02,2.1,2.9,2.2,1.3,4.2,5.8,8.8,7.7,10.9,22,330,61,12,0.1,0.02
S01008755,Restalrig (Loganlea) and Craigentinny West,City of Edinburgh,970,708,0.18,170,0.15,105,135,227,276,123,0.16,0.03,108,0.71,4.9,133,0.12,0.04,2.1,2.5,2,1.3,4,5.7,8.7,7.4,11.4,56,578,218,44,0.23,0.05
S01008756,Restalrig and Lochend,City of Edinburgh,672,487,0.22,150,0.21,105,145,167,397,85,0.22,0.09,123,0.72,4.4,155,0.18,0.03,1.4,2.3,1.6,1,3.5,5,7.7,6.1,9.4,37,551,162,16,0.23,0.02
S01008757,Restalrig and Lochend,City of Edinburgh,610,399,0.41,250,0.36,145,265,542,564,476,0.29,0.05,189,0.66,4.7,188,0.09,0.02,1.8,2.6,1.9,2.1,3.6,4.8,9,8.6,10.4,71,1164,147,6,0.23,0.01
S01008758,Restalrig and Lochend,City of Edinburgh,842,533,0.26,220,0.22,115,180,226,601,131,0.24,0.02,153,0.72,4.7,152,0.16,0.03,1.2,2.1,1.4,1.4,4.2,5,7.2,4.7,10,68,808,157,3,0.19,0
S01008759,Restalrig and Lochend,City of Edinburgh,591,364,0.28,170,0.26,95,195,220,283,153,0.24,0.07,143,0.65,4.7,166,0.09,0.01,1.1,2,1.3,1.8,4.4,5.3,7.7,5.1,10.9,28,474,132,3,0.23,0.01
S01008760,Restalrig and Lochend,City of Edinburgh,968,654,0.33,325,0.32,210,245,259,702,170,0.26,0.08,144,0.7,4.7,180,0.1,0.06,0.8,1.2,0.8,1.9,4.5,4.6,4.2,2.8,10.3,65,672,175,20,0.19,0.02
S01008761,Restalrig and Lochend,City of Edinburgh,784,560,0.07,55,0.08,45,100,259,26,137,0.14,0.16,97,0.8,5.1,126,0.09,0.07,1.5,1.9,1.6,1.8,4.1,4.4,6.4,5.5,9.2,22,281,148,0,0.21,0
S01008762,Leith (Hermitage and Prospect Bank),City of Edinburgh,595,377,0.05,30,0.05,20,55,172,50,87,0.15,0.05,98,0.88,5.6,98,0.02,0.07,2,1.9,2,0.9,3.8,3.7,6.2,6.3,8.3,30,504,76,31,0.13,0.05
S01008763,Leith (Hermitage and Prospect Bank),City of Edinburgh,922,638,0.04,40,0.03,20,50,176,25,67,0.11,0.02,71,0.87,6,44,0.04,0.17,2.3,1.9,2.3,1.1,3.6,3.6,5.3,6,7.6,5,54,102,32,0.11,0.03
S01008764,Leith (Hermitage and Prospect Bank),City of Edinburgh,695,468,0.08,50,0.07,35,65,62,76,102,0.15,0,78,0.86,5.9,61,0.07,0.14,2.4,1.5,2.2,1.5,3.2,3.1,4.7,5.4,7,35,504,66,7,0.09,0.01
S01008765,Leith (Hermitage and Prospect Bank),City of Edinburgh,871,610,0.06,50,0.09,55,60,232,136,95,0.14,0,108,0.89,5.3,50,0.06,0.16,1.9,1.4,1.8,1.4,3.4,3.4,3.7,4.8,7.9,21,241,94,37,0.11,0.04
S01008766,Leith (Hermitage and Prospect Bank),City of Edinburgh,1010,603,0.08,85,0.08,45,75,84,0,102,0.16,0.03,72,0.88,5.4,71,0.04,0.14,1.5,1.6,1.6,1.6,3.9,4,5.7,5.8,9.9,24,238,80,17,0.08,0.02
S01008767,Leith (Hermitage and Prospect Bank),City of Edinburgh,551,377,0.12,70,0.1,35,80,48,0,54,0.16,0,81,0.86,5,62,0,0.1,1.9,2.6,2.4,2.4,4.2,4.8,9.6,9.5,13.6,10,182,87,15,0.16,0.03
S01008768,Western Harbour and Leith Docks,City of Edinburgh,628,454,0.08,50,0.11,50,95,132,109,273,0.18,0,98,0.75,5.8,92,0.12,0.12,1.6,2.4,2.7,2.2,3.5,4.7,8.4,9.5,10.7,60,956,114,19,0.23,0.04
S01008769,Western Harbour and Leith Docks,City of Edinburgh,911,742,0.12,110,0.09,70,110,40,0,40,0.11,0.05,60,0.84,5.5,16,0.12,0.1,2.1,1,2.3,2.5,2,4.5,3,6.7,5.4,34,373,186,6,0.28,0.01
S01008770,Western Harbour and Leith Docks,City of Edinburgh,902,716,0.09,80,0.06,40,60,32,19,9,0.08,0.02,49,0.76,5.7,31,0.06,0.04,3.3,3.7,3.9,3.3,5.3,4.9,9.9,12.5,14.5,19,211,291,15,0.34,0.02
S01008771,Western Harbour and Leith Docks,City of Edinburgh,888,646,0.09,75,0.08,50,70,71,194,92,0.09,0.03,82,0.8,4.7,59,0.08,0.07,2.1,2.6,2.8,1.8,4.1,3.4,7.6,10.1,11.9,27,304,111,4,0.14,0.01
S01008772,North Leith and Newhaven,City of Edinburgh,784,529,0.07,50,0.05,25,50,69,154,85,0.15,0,94,0.91,5.7,49,0.06,0.18,2.4,2.1,1.2,1.2,3.9,3,6.3,3.8,9,25,319,97,34,0.13,0.04
S01008773,North Leith and Newhaven,City of Edinburgh,1051,781,0.12,125,0.13,100,115,134,224,147,0.17,0.06,109,0.7,5,70,0.17,0.11,2.2,1.7,1.6,1.8,3.3,3.8,5.5,5.8,8.3,33,314,249,74,0.24,0.07
S01008774,North Leith and Newhaven,City of Edinburgh,914,711,0.18,170,0.2,140,170,81,293,199,0.23,0.05,107,0.76,4.8,85,0.12,0.01,2,1.1,2.1,2.4,2.7,4.4,3.7,6.8,7.3,78,854,216,49,0.24,0.05
S01008775,North Leith and Newhaven,City of Edinburgh,483,362,0.11,55,0.12,40,90,111,258,76,0.14,0.07,73,0.86,6.2,43,0.03,0.06,1.1,1.4,1.1,2.3,2.9,3.9,4.3,3.6,7.3,40,829,69,22,0.15,0.05
S01008776,North Leith and Newhaven,City of Edinburgh,855,645,0.23,200,0.23,145,170,248,293,171,0.23,0.09,122,0.74,5,98,0.16,0.05,1.2,1.2,1.5,2.4,2.2,4.3,3.5,4.6,5.8,62,725,231,76,0.29,0.1
S01008777,North Leith and Newhaven,City of Edinburgh,1092,849,0.25,280,0.27,225,205,268,421,147,0.23,0.05,149,0.63,5.4,146,0.17,0.04,1.7,1.3,2,2.6,2.2,4.6,4.2,5.9,6.2,66,605,205,77,0.21,0.08
S01008778,The Shore and Constitution Street,City of Edinburgh,1240,1054,0.1,125,0.1,105,90,115,80,104,0.15,0.01,81,0.74,5.1,46,0.04,0.02,2.4,1.9,1.8,2.9,2.6,5.1,5.8,6.3,6.7,28,226,253,52,0.23,0.05
S01008779,The Shore and Constitution Street,City of Edinburgh,742,626,0.03,25,0.04,30,55,12,0,51,0.1,0.02,47,0.69,6,39,0.1,0.04,3.2,2.7,1,2.7,3.1,4.7,7.9,3.4,9,11,148,94,8,0.13,0.01
S01008780,The Shore and Constitution Street,City of Edinburgh,566,497,0.1,60,0.1,45,95,143,108,79,0.11,0.03,69,0.76,3.7,51,0.11,0.03,2.7,2.6,1,2.1,3.2,4.3,6.1,2.9,9.1,21,371,128,15,0.22,0.03
S01008781,The Shore and Constitution Street,City of Edinburgh,1077,886,0.12,125,0.11,100,85,342,215,160,0.17,0.02,114,0.76,4.9,67,0.08,0.06,2.2,2.4,1.5,1.5,3.4,4,7.2,6.7,10.6,57,529,276,38,0.31,0.04
S01008782,The Shore and Constitution Street,City of Edinburgh,757,594,0.14,110,0.12,70,105,123,316,135,0.17,0.06,92,0.77,3.6,58,0.19,0.11,3.1,1.7,1.5,1.1,2.3,3.1,4.3,5,7,21,278,164,25,0.22,0.03
S01008783,The Shore and Constitution Street,City of Edinburgh,477,395,0.09,45,0.08,30,80,31,34,48,0.09,0.07,37,0.88,5.5,38,0.49,0.26,2.8,1.9,1.4,1.6,2.5,3.7,4.5,4.8,6.8,22,461,84,30,0.2,0.07
S01008784,The Shore and Constitution Street,City of Edinburgh,436,368,0.05,25,0.06,20,30,54,114,166,0.17,0,66,0.67,5,54,0.09,0.02,2.6,2.1,1.3,1.9,2.5,3.9,5.1,4.7,5.8,10,229,91,19,0.21,0.04
S01008785,Great Junction Street,City of Edinburgh,841,586,0.27,225,0.23,140,200,162,266,159,0.22,0.07,129,0.71,5.2,133,0.1,0.06,2.8,1.8,1.7,2,2.1,3.9,4,5,5.2,77,916,194,39,0.22,0.04
S01008786,Great Junction Street,City of Edinburgh,1018,857,0.1,105,0.11,95,95,231,372,90,0.17,0.07,98,0.69,5,53,0.14,0.05,2.3,1.3,0.9,1.5,1.2,3.3,2.8,2.7,2.9,83,816,227,122,0.25,0.14
S01008787,Great Junction Street,City of Edinburgh,366,232,0.37,135,0.49,115,285,349,872,244,0.25,0,140,0.66,4.5,207,0.24,0.02,2.6,1.8,1.6,2.4,1.8,4.2,4,4.8,4.5,35,957,87,25,0.23,0.07
S01008788,Great Junction Street,City of Edinburgh,790,661,0.08,60,0.06,40,80,66,21,162,0.11,0.02,80,0.73,5.3,49,0.21,0.01,1.9,1.1,1,1.6,1.6,4.2,2.8,2.8,4,48,608,239,51,0.35,0.07
S01008789,Great Junction Street,City of Edinburgh,647,400,0.26,165,0.18,70,170,210,488,118,0.22,0,126,0.7,5.1,96,0.14,0.09,2.1,1.5,1.2,1.5,2,4.7,4.8,4.4,5.5,52,804,151,34,0.23,0.05
S01008790,Great Junction Street,City of Edinburgh,675,549,0.19,130,0.18,100,165,184,208,178,0.2,0,100,0.79,5.8,110,0.14,0.02,2.7,0.9,1.1,1.6,1.4,3.3,2.3,3.5,3.1,150,2223,145,35,0.23,0.06
S01008791,Great Junction Street,City of Edinburgh,901,732,0.12,110,0.06,45,60,45,220,63,0.11,0.02,68,0.71,5.1,80,0.1,0.05,4.4,1.8,1.3,1.5,2.7,4.1,4.9,3.8,6.1,75,833,233,39,0.27,0.04
S01008792,South Leith,City of Edinburgh,758,584,0.15,110,0.13,75,100,81,146,165,0.18,0,111,0.81,4.9,72,0.05,0.04,2.6,0.9,2.2,1.2,2.6,2.6,2.8,5.2,5.9,72,950,159,50,0.21,0.06
S01008793,South Leith,City of Edinburgh,463,345,0.18,85,0.18,65,155,209,379,97,0.15,0.07,117,0.72,4.6,105,0.12,0.04,3,0.8,1.5,1.4,1.9,2.5,2,4.1,4,73,1577,169,39,0.4,0.09
S01008794,South Leith,City of Edinburgh,867,574,0.17,150,0.12,65,150,124,466,133,0.2,0,137,0.79,4.8,92,0.11,0.05,3.3,1.4,1.8,1.8,2.7,2.3,4.9,6,6.2,23,265,193,28,0.23,0.03
S01008795,South Leith,City of Edinburgh,1103,936,0.07,80,0.07,70,80,73,118,117,0.13,0.03,70,0.8,5.4,51,0.03,0.07,3.2,1.6,1.5,1.3,2.6,2.4,5.9,4.7,5.9,16,145,317,116,0.28,0.1
S01008796,South Leith,City of Edinburgh,1141,886,0.11,125,0.1,85,85,451,254,155,0.15,0.08,118,0.8,4.7,118,0.07,0.05,3.7,1.4,1.1,0.9,2.4,3.1,4.5,3.6,6.1,57,500,333,121,0.3,0.11
S01008797,South Leith,City of Edinburgh,974,792,0.1,95,0.08,65,95,129,53,120,0.13,0.04,90,0.88,5,65,0.06,0.02,3.7,1.7,1,0.8,2,3.2,5,3.5,5.2,31,318,264,115,0.28,0.12
S01008798,Easter Road and Hawkhill Avenue,City of Edinburgh,797,639,0.12,95,0.11,70,100,63,108,111,0.13,0.01,70,0.87,4.8,96,0,0.09,3.2,2.1,1.7,1.5,2.3,3,6.2,4.7,5.4,28,351,204,71,0.26,0.09
S01008799,Easter Road and Hawkhill Avenue,City of Edinburgh,746,598,0.09,65,0.06,40,80,97,23,206,0.09,0.03,81,0.67,5.4,110,0.11,0.04,2.1,2.7,2.2,1.9,3.6,3.8,9.7,7.7,8.1,28,376,332,2,0.5,0
S01008800,Easter Road and Hawkhill Avenue,City of Edinburgh,1071,941,0.07,80,0.07,65,65,84,69,69,0.11,0.01,60,0.72,5.5,41,0.03,0.03,3,2.7,2.1,2.5,3.1,3.8,8.4,6.6,9.6,12,112,490,157,0.47,0.15
S01008801,Easter Road and Hawkhill Avenue,City of Edinburgh,923,787,0.08,75,0.08,65,80,65,50,100,0.12,0.05,77,0.6,4.6,84,0,0.08,3.4,1.9,1.3,2.2,2.5,3.7,5.3,3.5,7.8,39,423,268,102,0.29,0.11
S01008802,Leith (Albert Street),City of Edinburgh,1015,878,0.12,120,0.1,90,120,221,116,159,0.13,0.05,112,0.75,5.7,80,0.06,0.02,3.6,2.5,1.9,2.1,1.9,3.7,6.9,5.3,7.1,19,187,356,134,0.37,0.14
S01008803,Leith (Albert Street),City of Edinburgh,952,781,0.14,135,0.14,105,130,443,184,131,0.14,0.02,128,0.68,5.6,87,0.14,0.07,4,2.1,1.4,1.7,1.5,4,5.5,5,4.2,42,441,334,89,0.35,0.09
S01008804,Leith (Albert Street),City of Edinburgh,643,452,0.14,90,0.12,55,120,183,184,240,0.23,0.04,90,0.83,5.3,81,0.05,0.03,4.1,2.6,2,2,1.3,4.1,7,6.2,4.4,39,607,230,83,0.43,0.16
S01008805,Leith (Albert Street),City of Edinburgh,623,533,0.05,35,0.05,25,60,234,54,69,0.1,0.02,78,0.78,5.7,36,0.02,0.01,4,2.2,1.7,1.4,1.1,3.9,6.3,5.5,3.4,23,369,108,73,0.17,0.12
S01008806,Hillside and Calton Hill,City of Edinburgh,1010,868,0.06,65,0.06,50,70,54,75,90,0.11,0.07,51,0.83,5.4,48,0.07,0.02,4.2,2,1.8,1.6,1.6,4.3,7.4,6.1,5.8,34,337,244,66,0.24,0.06
S01008807,Hillside and Calton Hill,City of Edinburgh,770,654,0.1,75,0.09,60,90,97,64,138,0.15,0.02,76,0.8,5.3,57,0.1,0.03,3.9,1.4,0.9,1.7,2.3,4.2,4.8,2.8,6.6,14,182,194,84,0.24,0.11
S01008808,Hillside and Calton Hill,City of Edinburgh,705,560,0.11,75,0.11,60,95,114,159,87,0.16,0.06,89,0.77,6.3,61,0,0.1,4.2,0.8,0.8,1.7,2.1,4.4,2.6,2.4,6.5,22,312,101,40,0.15,0.06
S01008809,Hillside and Calton Hill,City of Edinburgh,607,448,0.03,20,0.05,20,35,23,134,22,0.09,0,50,0.52,5.5,25,0,0.17,4.5,1.6,1.6,1.9,2.9,4.8,5.9,5.4,9.3,40,659,89,33,0.14,0.05
S01008810,Hillside and Calton Hill,City of Edinburgh,726,601,0.03,25,0.02,10,20,13,0,100,0.09,0.05,36,0.81,5.2,18,0.09,0.04,4.2,1,1.4,1.7,1.7,4.1,3.7,4.8,6.7,8,110,82,32,0.11,0.04
S01008811,Hillside and Calton Hill,City of Edinburgh,897,776,0.02,20,0.03,25,35,16,20,48,0.08,0.03,60,0.94,6.3,45,0,0.04,3.5,1.5,1,1.8,1.5,3.3,4.1,2.5,4.7,35,390,155,43,0.19,0.05
S01008812,Hillside and Calton Hill,City of Edinburgh,459,390,0.04,20,0.03,15,30,40,0,87,0.13,0.03,55,0.84,5.8,28,0.06,0.05,3.5,1.7,1.1,1.5,0.8,3.5,5.6,3.7,2.7,8,174,95,31,0.2,0.07
S01008813,Pilrig,City of Edinburgh,997,768,0.15,150,0.16,120,120,155,362,88,0.16,0.03,110,0.82,4.9,101,0.12,0.05,3.9,2.8,2.2,2.3,1.8,5,8.3,7.5,5.2,30,301,224,47,0.23,0.05
S01008814,Pilrig,City of Edinburgh,899,700,0.09,80,0.09,65,65,104,273,62,0.13,0,71,0.79,6.1,59,0.08,0.08,4.1,1.8,1.2,1.3,1.7,4.1,5.1,4.4,4.8,39,434,167,43,0.2,0.05
S01008815,Pilrig,City of Edinburgh,911,762,0.13,120,0.12,95,95,137,71,92,0.14,0.13,74,0.71,5.3,75,0.02,0.04,4.3,1.8,1.2,1.4,2.1,4.1,5.6,4.2,6.2,37,406,277,66,0.31,0.07
S01008816,Pilrig,City of Edinburgh,581,448,0.08,50,0.1,45,90,232,182,72,0.14,0,88,0.76,5.2,78,0.17,0.08,2.5,2.1,1.5,0.8,2.3,4.5,7.4,5.1,6,23,396,132,27,0.25,0.05
S01008817,Bonnington,City of Edinburgh,818,660,0.13,110,0.13,85,120,138,112,147,0.15,0.02,106,0.83,4.6,85,0.13,0.03,1.9,2.1,1.6,1.4,2.4,3.7,6.6,5.1,5.1,45,550,187,37,0.24,0.05
S01008818,Bonnington,City of Edinburgh,832,644,0.04,35,0.05,30,45,70,0,82,0.12,0.07,67,0.79,6,35,0.06,0.14,2.5,2.4,2.2,1.9,2.5,4,8.1,6.9,5.7,27,325,160,16,0.21,0.02
S01008819,Bonnington,City of Edinburgh,737,526,0.05,35,0.05,30,60,50,0,230,0.18,0.04,79,0.9,5.8,23,0,0.15,2,1.7,1.7,1.4,2.8,2.7,5.4,4.6,6.4,34,462,57,33,0.08,0.05
S01008820,Bonnington,City of Edinburgh,1135,839,0.18,200,0.18,150,150,267,196,111,0.17,0,115,0.8,5,93,0.17,0.06,0.9,1.2,0.8,1.7,2.8,3.3,2.8,2.4,5.9,75,661,260,57,0.23,0.05
S01008821,Trinity East and The Dudleys,City of Edinburgh,716,477,0.06,45,0.03,15,30,42,38,106,0.12,0.02,61,0.89,5.6,29,0.01,0.09,1.3,1.2,1,1.5,3.3,3.4,3.3,3.3,7.3,15,210,93,15,0.13,0.02
S01008822,Trinity East and The Dudleys,City of Edinburgh,721,459,0.04,30,0.04,20,40,0,42,33,0.11,0,55,0.93,6.5,28,0,0.19,2.1,2,0.8,0.9,3.8,2.7,6,2.8,8.3,16,222,38,13,0.05,0.02
S01008823,Trinity East and The Dudleys,City of Edinburgh,671,407,0.04,30,0.03,15,45,14,0,85,0.14,0.08,64,0.87,6.2,32,0.03,0.28,2.4,1.4,2.1,1.3,2.8,2.7,3.9,5.1,6.7,30,447,42,3,0.07,0
S01008824,Trinity East and The Dudleys,City of Edinburgh,959,631,0.04,35,0.02,15,35,34,27,90,0.13,0.03,60,0.88,5.9,29,0.04,0.18,3.1,1.2,1.6,1.8,3.3,2,4.7,5.9,10.4,23,240,68,29,0.07,0.03
S01008825,Trinity East and The Dudleys,City of Edinburgh,621,400,0.03,15,0.02,10,45,15,210,85,0.14,0,66,0.95,5.8,30,0.02,0.16,2.9,1.5,1.8,2.2,3.8,2.4,5.2,6.1,10.9,19,306,27,21,0.04,0.03
S01008826,Trinity,City of Edinburgh,731,532,0.08,60,0.11,60,70,193,94,116,0.17,0,86,0.95,5.7,46,0.13,0.15,3.2,1.7,2.4,2.7,3.9,3,5.8,8.2,11.6,29,397,142,37,0.22,0.06
S01008827,Trinity,City of Edinburgh,725,392,0.02,15,0.02,5,35,27,0,91,0.12,0,54,1,5.8,6,0.02,0.32,3.9,1.9,2.7,2.3,2.9,3.7,7.8,10.8,7.7,29,400,8,14,0.01,0.02
S01008828,Trinity,City of Edinburgh,875,549,0.04,35,0.04,25,35,23,0,77,0.12,0.04,68,0.92,5.8,33,0.15,0.1,3.5,2.5,2.1,1.6,2.8,4.4,7.5,7.9,8,24,274,111,27,0.13,0.03
S01008829,Trinity,City of Edinburgh,737,432,0.05,35,0.04,20,50,57,131,80,0.13,0.04,58,0.9,6.2,58,0.04,0.14,2.5,2.2,1.7,1.7,2.1,4.4,5.9,6.4,5.5,24,326,43,11,0.06,0.02
S01008830,Trinity,City of Edinburgh,817,488,0.02,20,0.05,20,55,46,37,53,0.1,0,66,0.9,5.3,27,0.05,0.22,3.7,1.7,2.9,2,1.9,3.9,5.8,8.9,5.3,32,392,31,16,0.04,0.02
S01008831,Trinity,City of Edinburgh,757,416,0.03,20,0.04,15,35,18,0,56,0.13,0,53,0.92,6.3,18,0,0.2,4.2,1.3,2.9,2.4,2.5,3.4,4.7,9.8,6.4,32,423,21,3,0.03,0
S01008832,"Inverleith, Goldenacre and Warriston",City of Edinburgh,806,462,0.02,15,0.03,15,35,89,254,94,0.12,0.05,81,0.88,7,44,0.03,0.21,2.1,2.8,2.8,3.2,3.1,3.6,9.4,10.6,9.4,27,335,32,7,0.05,0.01
S01008833,"Inverleith, Goldenacre and Warriston",City of Edinburgh,1065,671,0.04,45,0.03,15,50,138,71,85,0.12,0,77,0.93,6,15,0,0.23,2.4,0.8,2.4,2.4,1,3.8,2.4,6.3,2.5,7,66,51,26,0.05,0.03
S01008834,"Inverleith, Goldenacre and Warriston",City of Edinburgh,1156,735,0.02,20,0.03,20,40,37,25,103,0.15,0.04,60,0.95,5.8,26,0.01,0.23,1.8,1.4,1.8,3.2,1.8,4.3,4.1,5.1,4.9,24,208,54,21,0.05,0.02
S01008835,"Inverleith, Goldenacre and Warriston",City of Edinburgh,827,525,0.06,50,0.06,30,55,22,36,70,0.14,0.08,66,0.89,6,61,0.03,0.13,3,1.4,2.7,1.5,2.7,2.9,4.9,7,7.8,22,266,46,14,0.06,0.02
S01008836,Broughton North and Powderhall,City of Edinburgh,682,541,0.12,80,0.14,75,130,263,328,132,0.18,0.04,107,0.75,4.9,76,0.03,0.01,2.9,3.7,2.9,1.9,3.3,5,9.3,8.6,8.1,14,205,140,24,0.21,0.04
S01008837,Broughton North and Powderhall,City of Edinburgh,1055,891,0.07,75,0.07,65,65,94,72,84,0.11,0.01,62,0.87,6,44,0.03,0.03,2,3.3,2.2,1.8,3.2,4.6,8.4,7.7,8.3,13,123,284,106,0.28,0.1
S01008838,Broughton North and Powderhall,City of Edinburgh,1114,901,0.04,45,0.05,45,45,108,17,66,0.13,0.07,54,0.74,4.8,34,0.01,0.04,1.2,2.4,1.4,2.2,3.1,3.8,6.3,4.3,7.8,27,242,207,72,0.21,0.07
S01008839,Broughton North and Powderhall,City of Edinburgh,1150,912,0.04,50,0.06,55,60,71,51,61,0.09,0.05,60,0.84,6,27,0.03,0.1,1.5,2.7,1.8,1.4,3,3.2,7.8,6.9,8.2,22,191,156,62,0.15,0.06
S01008840,Broughton South,City of Edinburgh,1161,871,0.02,25,0.02,20,35,52,0,73,0.11,0.06,64,0.87,5.5,32,0.03,0.09,2.2,2.1,2.1,1.5,2.5,3.1,7.6,8.3,8.9,16,138,164,39,0.15,0.04
